iter	Logloss
622	0.4067717041
623	0.4066608706
624	0.4065971695
625	0.4065300332
626	0.4064470486
627	0.4063721054
628	0.4062916574
629	0.4062524524
630	0.4061832777
631	0.4061175665
632	0.4060651678
633	0.4059730835
634	0.4059062345
635	0.4058221225
636	0.4057319433
637	0.4056321649
638	0.4055663536
639	0.405506995
640	0.4054545472
641	0.405370128
642	0.4052960989
643	0.4052478372
644	0.4051706568
645	0.4051045866
646	0.4050531047
647	0.4049897493
648	0.4049291964
649	0.4048722906
650	0.4048126588
651	0.4047212254
652	0.4046280057
653	0.4045814292
654	0.4045158814
655	0.4044897258
656	0.4044076375
657	0.4043408447
658	0.4042758364
659	0.4042207554
660	0.4041396415
661	0.4040761199
662	0.4039886115
663	0.403934003
664	0.4038629157
665	0.4037977543
666	0.4037706237
667	0.4036924881
668	0.4036205921
669	0.403561491
670	0.4034930613
671	0.4034356031
672	0.4033731272
673	0.4033027099
674	0.4032275387
675	0.4031651703
676	0.403077676
677	0.4030250738
678	0.4029393577
679	0.402891236
680	0.4028160792
681	0.4027478959
682	0.4026825083
683	0.4026013337
684	0.4025702833
685	0.4024743124
686	0.4023764269
687	0.4023119432
688	0.4022315095
689	0.4021714491
690	0.4021037593
691	0.4020325027
692	0.4019580932
693	0.4018949572
694	0.4018109216
695	0.4017165959
696	0.4016618178
697	0.4015732001
698	0.4014837062
699	0.4014108076
700	0.4013541364
701	0.4012702797
702	0.4012002048
703	0.401121603
704	0.4010685514
705	0.4009968227
706	0.4009027551
707	0.4008169764
708	0.4007745408
709	0.4006803245
710	0.4005794489
711	0.4004834943
712	0.4004095253
713	0.4003237338
714	0.4002770863
715	0.4001704737
716	0.4000954932
717	0.4000427312
718	0.3999719421
719	0.3999220796
720	0.3998850924
721	0.3998204048
722	0.3997626106
723	0.3997109748
724	0.3996257619
725	0.3995580056
726	0.3995190623
727	0.3994621254
728	0.3993741813
729	0.3992855624
730	0.3992324808
731	0.3991458674
732	0.3990832686
733	0.3989775743
734	0.3989138066
735	0.3988524789
736	0.3987727874
737	0.3987228154
738	0.3986443938
739	0.3985884008
740	0.3985127247
741	0.3984412846
742	0.3983618091
743	0.3983200924
744	0.3982438859
745	0.3981606725
746	0.3980574566
747	0.3979892808
748	0.3978993915
749	0.3978256532
750	0.3977692418
751	0.3976818425
752	0.3976087643
753	0.3974914884
754	0.3974268949
755	0.3973439577
756	0.3972453927
757	0.3971597088
758	0.3970943932
759	0.39705684
760	0.3970038332
761	0.396922199
762	0.3968942635
763	0.3968467632
764	0.3967845391
765	0.3967268924
766	0.3966540369
767	0.3966056956
768	0.3965596304
769	0.3964824143
770	0.396381125
771	0.396322466
772	0.3962322376
773	0.3961969986
774	0.3961575499
775	0.3961170862
776	0.3960460707
777	0.3959573681
778	0.3958919878
779	0.3958301076
780	0.3957775779
781	0.3957160627
782	0.3956540896
783	0.3955840783
784	0.3955267452
785	0.3954424375
786	0.3953721173
787	0.3952739275
788	0.3952207447
789	0.3951649853
790	0.3951153894
791	0.3950514224
792	0.3949776176
793	0.3949200658
794	0.3948734638
795	0.3948249611
796	0.3947378078
797	0.3946608313
798	0.3945795146
799	0.3945049028
800	0.3944478731
801	0.3943903856
802	0.3943292529
803	0.3942369078
804	0.3941846869
805	0.3941017593
806	0.3940297289
807	0.393958173
808	0.3939135119
809	0.3938440787
810	0.3937802784
811	0.3937223408
812	0.3936808261
813	0.3935574071
814	0.3935263103
815	0.3934400702
816	0.3933281093
817	0.3932605907
818	0.3931720592
819	0.3930807175
820	0.3930241114
821	0.3929692207
822	0.392910688
823	0.3928491447
824	0.3927950178
825	0.3927195935
826	0.3926398269
827	0.3925972617
828	0.3925615232
829	0.3924850432
830	0.3924321378
831	0.3923661297
832	0.3923114954
833	0.3922643834
834	0.3922043644
835	0.3921248947
836	0.3920631723
837	0.392031045
838	0.391970539
839	0.3918986561
840	0.3918541304
841	0.3917879665
842	0.3917275537
843	0.391676025
844	0.3916048792
845	0.3915410809
846	0.391485918
847	0.3914162578
848	0.3913168054
849	0.3912641165
850	0.3911946963
851	0.3910981122
852	0.3910488202
853	0.3910054275
854	0.3909626612
855	0.3909273957
856	0.3908581537
857	0.3907999541
858	0.3907541174
859	0.3906522115
860	0.3905933485
861	0.3905447849
862	0.3904700276
863	0.3904190597
864	0.3903401832
865	0.3902592963
866	0.3901782155
867	0.3901304384
868	0.3900823425
869	0.3900091376
870	0.3899147388
871	0.3898655344
872	0.3897941879
873	0.3897374737
874	0.3896831985
875	0.3895920329
876	0.3895033334
877	0.3894187352
878	0.389377793
879	0.3893069113
880	0.3892660129
881	0.389219469
882	0.3891878851
883	0.3891458878
884	0.3890693835
885	0.3890018369
886	0.3889486922
887	0.3889016686
888	0.3888537104
889	0.3887939169
890	0.388725458
891	0.3886815877
892	0.3886252851
893	0.3885720615
894	0.388513663
895	0.3884301227
896	0.3883817609
897	0.3883164719
898	0.3882435685
899	0.388185659
900	0.3881476231
901	0.3880341056
902	0.3879640133
903	0.3878826052
904	0.3877966188
905	0.3877440143
906	0.387708856
907	0.3876691736
908	0.3875975954
909	0.3875624394
910	0.3875229312
911	0.3874514117
912	0.3873732138
913	0.3873341196
914	0.3872676583
915	0.3872138776
916	0.3871538193
917	0.3871120143
918	0.3870512076
919	0.3869865526
920	0.3869324397
921	0.3868728861
922	0.3868223858
923	0.3867849364
924	0.38670307
925	0.3866756927
926	0.3866220951
927	0.3865763736
928	0.3865217103
929	0.38645177
930	0.3863863554
931	0.3863218189
932	0.3862505744
933	0.386185866
934	0.3860879069
935	0.3859898924
936	0.3859431808
937	0.3858751383
938	0.3858252967
939	0.3857693746
940	0.3857127445
941	0.3856389282
942	0.3855900133
943	0.385497758
944	0.3854307882
945	0.385403701
946	0.3853530054
947	0.3852716421
948	0.3851989771
949	0.385154269
950	0.3850947206
951	0.3850472101
952	0.3849918171
953	0.3849274492
954	0.384878395
955	0.3848127113
956	0.3847488701
957	0.3847082093
958	0.3846501287
959	0.3846033718
960	0.3845382909
961	0.3844723874
962	0.3844011092
963	0.384336117
964	0.3842922156
965	0.3842340423
966	0.384177523
967	0.3841073051
968	0.3840568794
969	0.3840014122
970	0.3839364803
971	0.3839108803
972	0.3838556638
973	0.3837853123
974	0.3837440903
975	0.3836946888
976	0.3836473849
977	0.3835706363
978	0.3835161896
979	0.3834547049
980	0.3833714138
981	0.3832725875
982	0.3832231034
983	0.3831595796
984	0.3831109071
985	0.383046772
986	0.3829742673
987	0.3829292606
988	0.3828718398
989	0.3828314296
990	0.3827451539
991	0.3826735295
992	0.3825974403
993	0.3825422091
994	0.3824825773
995	0.3824459713
996	0.382392289
997	0.382344678
998	0.3822966309
999	0.3822084626
